薬品名,薬価,原価,在庫量,単位,在庫原価額,在庫薬価額,回転数,処方量,処方原価額,処方薬価額,差益額,差益率,他出庫量,他出庫額,入庫量,入庫金額,棚１,棚２,棚３,レセコン医薬品No,レセプト電算コード,経過措置期限,剤型,発注先,毒薬フラグ,劇薬フラグ,麻薬フラグ,向精神薬フラグ,覚醒剤フラグ,覚醒剤原料フラグ,後発品フラグ,ＹＪコード,一般名称
ビムパット錠１００ｍｇ H,355.50,308.67,0.000,錠,0,0,0.00,0.000,0,0,0,0.00,80.000,24694,,,zaiko-nasi,薬庫,,ﾋﾑﾊ02,622508001,,内服,ケーエスケー,0,1,0,0,0,0,0,1139015F2023,ラコサミド錠
ビレーズトリエアロスフィア５６吸入 H,4127.60,3640.00,0.000,キット,0,0,0.00,,,,,,,,,,b-4-,薬庫,,ﾋﾚｽ02,622687001,,外用,ケーエスケー,0,0,0,0,0,0,0,2290805G1027,ブデソニド・グリコピロニウム臭化物・ホルモテロールフマル酸塩水和物吸入剤
ピシリバクタ静注用１．５ｇ B,522.00,0.00,0.000,瓶,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾋｼﾘ01,620002977,,注射,,0,0,0,0,0,0,0,6139504F2037,アンピシリンナトリウム・スルバクタムナトリウム静注用
ピタバスタチンＣａ錠１ｍｇ「アメル」 H,10.10,7.60,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾋﾀﾊ07,622276301,,内服,共和コーポレーション,0,0,0,0,0,0,1,2189016F1095,ピタバスタチンカルシウム錠
ピタバスタチンＣａ錠２ｍｇ「アメル」 H,13.70,14.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾋﾀﾊ26,622276401,,内服,共和コーポレーション,0,0,0,0,0,0,1,2189016F2091,ピタバスタチンカルシウム錠
ピタバスタチンＣａ錠２ｍｇ「三和」 H,17.80,0.00,-49.000,錠,0,-872,,,,,,,,,,,zaiko-nasi,薬庫,,ﾋﾀﾊ33,622293401,,内服,,0,0,0,0,0,0,1,2189016F2156,ピタバスタチンカルシウム錠
ピラマイド原末 B,26.60,30.70,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620008333,,内服,ケーエスケー,0,0,0,0,0,0,0,6223001X1037,ピラジナミド
ピルシカイニド塩酸塩カプセル２５ｍｇ「サワイ」 H,12.70,16.70,0.000,カプセル,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾋﾙｼ09,621677801,,内服,ケーエスケー,0,1,0,0,0,0,1,2129008M1113,ピルシカイニド塩酸塩水和物カプセル
ピレスパ錠２００ｍｇ H,398.70,487.50,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620008559,,内服,スズケン,0,1,0,0,0,0,0,3999025F1021,ピルフェニドン錠
ピレチア細粒１０％ B,9.50,6.30,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620004557,,内服,,0,1,0,0,0,0,0,4413002C1035,プロメタジンメチレンジサリチル酸塩細粒
ファムビル錠２５０ｍｇ H,252.90,295.12,0.000,錠,0,0,0.00,0.000,0,0,0,0.00,0.000,0,,,J-4-1,薬庫,,ﾌｱﾑ01,620006802,,内服,アルフレッサ,0,0,0,0,0,0,0,6250031F1021,ファムシクロビル錠
ファモチジンＤ錠２０ｍｇ「サワイ」 H,10.10,10.10,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｱﾓ41,620004036,,内服,ケーエスケー,0,0,0,0,0,0,1,2325003F4147,ファモチジン口腔内崩壊錠
ファモチジンＯＤ錠２０ｍｇ「トーワ」 H,10.10,8.22,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｱﾓ93,621687401,,内服,東和,0,0,0,0,0,0,1,2325003F4252,ファモチジン口腔内崩壊錠
ファモチジン散１０％「サワイ」 B,45.30,62.20,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｱﾓ14,620002098,,内服,,0,0,0,0,0,0,1,2325003B1065,ファモチジン散
ファモチジン錠２０ｍｇ「テバ」 H,10.10,7.65,0.000,錠,0,0,4.00,4.000,31,40,9,22.50,0.000,0,,,zaiko-nasi,薬庫,,ﾌｱﾓ86,621475401,,内服,,0,0,0,0,0,0,1,2325003F2314,ファモチジン錠
ファロム錠２００ｍｇ H,144.40,83.50,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｱﾛ02,610411056,,内服,アルフレッサ,0,0,0,0,0,0,0,6139001F2024,ファロペネムナトリウム水和物錠
フィアスプ注　フレックスタッチ　３００単位 B,1646.00,1671.50,0.000,キット,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｲｱ03,629905601,,注射,,0,1,0,0,0,0,0,2492415G7021,インスリン　アスパルト（遺伝子組換え）キット
フィコンパ錠４ｍｇ H,319.70,281.96,0.000,錠,0,0,2.00,73.000,20583,23339,2756,11.81,0.000,0,,,zaiko-nasi,薬庫,,ﾌｲｺ02,622484701,,内服,アルフレッサ,0,0,0,0,0,0,0,1139014F2029,ペランパネル水和物錠
フィラジル皮下注３０ｍｇシリンジ　３ｍＬ B,328402.00,292576.00,0.000,筒,0,0,0.00,1.000,292576,328402,35826,10.91,0.000,0,1.000,292576,REI-3-,薬庫,,ﾌｲﾗ01,622657901,,注射,メディセオ,0,0,0,0,0,0,0,4490406G1029,イカチバント酢酸塩キット
フェキソフェナジン塩酸塩ＯＤ錠６０ｍｇ「ＮＰ」 H,23.10,0.00,0.000,錠,0,0,0.00,0.000,0,0,0,0.00,0.000,0,,,zaiko-nasi,薬庫,,ﾌｴｷ49,622258801,,内服,,,,,,,,,,
フェキソフェナジン塩酸塩錠６０ｍｇ「トーワ」 H,23.10,15.10,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｴｷ40,622236601,,内服,,0,0,0,0,0,0,1,4490023F1202,フェキソフェナジン塩酸塩錠
フェキソフェナジン塩酸塩錠６０ｍｇ「杏林」 H,10.10,11.26,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｴｷ35,622235001,,内服,共和コーポレーション,0,0,0,0,0,0,1,4490023F1156,フェキソフェナジン塩酸塩錠
フェブキソスタット錠１０ｍｇ「ＡＦＰ」 H,5.90,0.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｴﾌ07,622914301,,内服,,0,0,0,0,0,0,1,3949003F1031,フェブキソスタット錠
フェブキソスタット錠１０ｍｇ「ＤＳＥＰ」 B,5.90,6.21,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,622907901,,内服,スズケン,0,0,0,0,0,0,1,3949003F1040,フェブキソスタット錠
フェブキソスタット錠１０ｍｇ「ＤＳＥＰ」 H,5.90,6.21,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｴﾌ08,622907901,,内服,スズケン,0,0,0,0,0,0,1,3949003F1040,フェブキソスタット錠
フェブキソスタット錠１０ｍｇ「トーワ」 H,5.90,0.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｴﾌ15,622913301,,内服,,0,0,0,0,0,0,1,3949003F1112,フェブキソスタット水和物錠
フェブキソスタット錠２０ｍｇ「ＤＳＥＰ」 H,10.70,11.37,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,622908001,,内服,スズケン,0,0,0,0,0,0,1,3949003F2046,フェブキソスタット錠
フェブキソスタット錠２０ｍｇ「サワイ」 H,10.70,0.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｴﾌ20,622911601,,内服,,0,0,0,0,0,0,1,3949003F2100,フェブキソスタット錠
フェブリク錠２０ｍｇ H,29.80,39.61,0.000,錠,0,0,5.79,625.500,24776,18640,-6136,-32.92,0.000,0,314.000,12438,C-8-4,薬庫,,ﾌｴﾌ02,622057301,,内服,スズケン,0,0,0,0,0,0,0,3949003F2020,フェブキソスタット錠
フェマーラ錠２．５ｍｇ H,217.70,260.10,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｴﾏ02,620003467,,内服,メディセオ,0,1,0,0,0,0,0,4291015F1026,レトロゾール錠
フェルビナクテープ３５ｍｇ「三笠」　７ｃｍ×１０ｃｍ H14.000,9.90,9.00,0.000,枚,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｴﾙ582,621478701,,外用,,0,0,0,0,0,0,1,2649731S2069,フェルビナク貼付剤
フェルビナクパップ１４０ｍｇ「ラクール」　２０ｃｍ×１４ｃｍ H7.000,17.10,0.00,0.000,枚,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｴﾙ39,621975102,2025/03/31,外用,,,,,,,,,,
フェルビナクパップ７０ｍｇ「ラクール」　１０ｃｍ×１４ｃｍ H7.000,14.00,0.00,0.000,枚,0,0,0.00,0.000,0,0,0,0.00,0.000,0,,,zaiko-nasi,薬庫,,ﾌｴﾙ38,620646004,,外用,,0,0,0,0,0,0,1,2649731S1267,フェルビナク貼付剤
フェルビナクローション３％「三笠」 H60.000,2.80,2.55,0.000,ｍＬ,0,0,-48.50,5820.000,14841,16296,1455,8.93,120.000,306,4980.000,12699,k-10-,薬庫,,ﾌｴﾙ57,620645702,,外用,ケーエスケー,,,,,,,,,
フェルムカプセル１００ｍｇ　鉄１００ｍｇ H,7.20,6.45,0.000,カプセル,0,0,0.00,0.000,0,0,0,0.00,120.000,786,,,デッド,薬庫,,ﾌｴﾙ31,620729301,2025/03/31,内服,,,,,,,,,,
フェロ・グラデュメット錠１０５ｍｇ H,6.10,6.18,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｴﾛ19,620729101,,内服,ケーエスケー,0,0,0,0,0,0,0,3222007G1033,乾燥硫酸鉄徐放錠
フェロミア錠５０ｍｇ　鉄５０ｍｇ B,6.40,6.97,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,613220039,,内服,アルフレッサ,0,0,0,0,0,0,0,3222013F1025,クエン酸第一鉄ナトリウム錠
フェロミア顆粒８．３％ H1.200,10.30,0.00,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620006090,,内服,アルフレッサ,0,0,0,0,0,0,0,3222013D1059,クエン酸第一鉄ナトリウム顆粒
フェンタニル３日用テープ４．２ｍｇ「ＨＭＴ」 H1.000,2868.40,0.00,2.000,枚,0,5737,,,,,,,,,,,麻薬,薬庫,,ﾌｴﾝ25,622178001,,外用,,0,1,1,0,0,0,0,8219700S6030,フェンタニル貼付剤
フェンタニルクエン酸塩１日用テープ０．５ｍｇ「テイコク」 H1.000,130.00,110.29,0.000,枚,0,0,0.00,,,,,,,,,,麻薬,薬庫,,ﾌｴﾝ17,622856201,,外用,,,,,,,,,,
フェントステープ１ｍｇ H1.000,491.30,423.71,0.000,枚,0,0,0.00,12.000,5085,5896,811,13.76,0.000,0,12.000,5085,麻薬,薬庫,,ﾌｴﾝ19,621988502,,外用,スズケン,0,1,1,0,0,0,0,8219701S1025,フェンタニルクエン酸塩貼付剤
フェントステープ２ｍｇ H1.000,914.40,0.00,0.000,枚,0,0,0.00,0.000,0,0,0,0.00,0.000,0,,,麻薬,薬庫,,ﾌｴﾝ20,621988602,,外用,スズケン,0,1,1,0,0,0,0,8219701S2021,フェンタニルクエン酸塩貼付剤
フエナゾール軟膏５％ H10.000,14.90,15.32,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｴﾅ33,620642101,,外用,ケーエスケー,0,0,0,0,0,0,0,2649727M1059,ウフェナマート軟膏
フォルテオ皮下注キット６００μｇ B,26694.00,30093.00,0.000,キット,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌｵﾙ05,622007102,,注射,メディセオ,0,0,0,0,0,0,0,2439400G1020,テリパラチド（遺伝子組換え）キット
フスコデ配合錠 H,7.10,4.75,0.000,錠,0,0,0.00,30.000,143,213,70,32.86,0.000,0,30.000,213,zaiko-nasi,薬庫,,ﾌｽｺ15,620379601,,内服,ケーエスケー,0,0,0,0,0,0,0,2229101F1060,鎮咳配合剤錠
フリウェル配合錠ＵＬＤ「あすか」 H,70.60,64.08,0.000,錠,0,0,0.00,168.000,10765,11861,1096,9.24,0.000,0,168.000,10765,c-6-,薬庫,,ﾌﾘｳ06,622662401,,内服,ケーエスケー,0,0,0,0,0,0,1,2482009F2038,ノルエチステロン・エチニルエストラジオール錠
フリウェル配合錠ＵＬＤ「モチダ」 H,70.60,8.76,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,622647401,,内服,,0,0,0,0,0,0,1,2482009F2062,ノルエチステロン・エチニルエストラジオール錠
フリバスＯＤ錠７５ｍｇ H,53.50,63.31,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾘﾊ05,620005549,,内服,ケーエスケー,0,0,0,0,0,0,0,2590009F5026,ナフトピジル口腔内崩壊錠
フルイトラン錠１ｍｇ H,9.80,0.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾙｲ03,620009430,,内服,,0,0,0,0,0,0,0,2132003F3039,トリクロルメチアジド錠
フルカリック１号輸液　９０３ｍＬ B,1158.00,1031.60,0.000,キット,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾙｶ17,620006301,,注射,,0,0,0,0,0,0,0,3259523G1033,アミノ酸・糖・電解質・ビタミンキット
フルカリック２号輸液　１００３ｍＬ B,1198.00,1067.20,0.000,キット,0,0,0.00,,,,,,,,,,製剤室,薬庫,,ﾌﾙｶ19,620006303,,注射,メディセオ,0,0,0,0,0,0,0,3259524G1038,アミノ酸・糖・電解質・ビタミンキット
フルコートクリーム０．０２５％ H5.000,16.40,0.00,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾙｺ29,620007760,,外用,,0,0,0,0,0,0,0,2646709N1100,フルオシノロンアセトニドクリーム
フルコナゾールカプセル１００ｍｇ「サワイ」 H,158.30,157.80,0.000,カプセル,0,0,0.00,,,,,,,,,,d-7-,薬庫,,ﾌﾙｺ43,621639401,,内服,ケーエスケー,0,0,0,0,0,0,0,6290002M2131,フルコナゾールカプセル
フルタイド１００μｇエアゾール６０吸入用　１１．６７ｍｇ７．０ｇ H,1132.60,1054.00,0.000,瓶,0,0,12.00,6.000,6324,6797,473,6.96,389.000,410006,5.000,5270,a-7-,薬庫,,ﾌﾙﾀ19,621572201,,外用,アルフレッサ,0,0,0,0,0,0,0,2290700G8039,フルチカゾンプロピオン酸エステル吸入剤
フルタイド５０ディスカス　５０μｇ６０ブリスター H,772.80,772.80,0.000,個,0,0,0.00,0.000,0,0,0,0.00,1.000,773,,,中央ﾒﾃﾞｨｶﾙ,薬庫,,,660451012,,外用,スズケン,0,0,0,0,0,0,0,2290700G4025,フルチカゾンプロピオン酸エステル吸入剤
フルチカゾンフランカルボン酸エステル２７．５トーワ５６　３ｍｇ H,504.20,492.00,0.000,瓶,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,622940601,,外用,,0,0,0,0,0,0,1,1329711Q3040,フルチカゾンフランカルボン酸エステル液
フルチカゾン点鼻５０μｇ「サワイ」５６噴霧　４．０８ｍｇ８ｍＬ H,614.40,502.00,0.000,瓶,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾙﾁ16,620009600,,外用,,0,0,0,0,0,0,1,1329707Q3117,フルチカゾンプロピオン酸エステル液
フルティフォーム１２５エアゾール１２０吸入用 H,4607.90,4140.00,0.000,瓶,0,0,10.00,5.000,20700,23040,2340,10.16,0.000,0,5.000,20700,a-7-,薬庫,,ﾌﾙﾃ10,622278201,,外用,ケーエスケー,0,0,0,0,0,0,0,2290802G4022,フルチカゾンプロピオン酸エステル・ホルモテロールフマル酸塩水和物吸入剤
フルナーゼ点鼻液５０μｇ５６噴霧用　４．０８ｍｇ８ｍＬ H,667.40,652.17,0.000,瓶,0,0,0.00,0.000,0,0,0,0.00,1.000,652,,,zaiko-nasi,薬庫,,ﾌﾙﾅ05,620004261,,外用,アルフレッサ,0,0,0,0,0,0,0,1329707Q3052,フルチカゾンプロピオン酸エステル液
フルニトラゼパム錠１ｍｇ「ＴＣＫ」 H,5.70,5.70,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾙﾆ08,620038401,,内服,,0,0,0,2,0,0,1,1124008F1091,フルニトラゼパム錠
フルバスタチン錠２０ｍｇ「三和」 H,19.00,17.30,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾙﾊ19,621964401,,内服,,,,,,,,,,
フルメタ軟膏　０．１％ B,20.60,28.70,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,662640899,,外用,ケーエスケー,0,1,0,0,0,0,0,2646731M1029,モメタゾンフランカルボン酸エステル軟膏
フルメトロン点眼液０．０２％ H5.000,26.30,28.62,0.000,ｍＬ,0,0,0.00,,,,,,,,,,K,薬庫,,ﾌﾙﾒ13,620007763,,外用,ケーエスケー,0,0,0,0,0,0,0,1315704Q1115,フルオロメトロン液
フルメトロン点眼液０．１％ H5.000,30.90,29.76,0.000,ｍＬ,0,0,0.00,,,,,,,,,,K,薬庫,,ﾌﾙﾒ14,620007764,,外用,ケーエスケー,0,0,0,0,0,0,0,1315704Q3126,フルオロメトロン液
フレカイニド酢酸塩錠５０ｍｇ「ファイザー」 H,21.10,18.61,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾚｶ24,622633001,2023/03/31,内服,スズケン,,,,,,,,,
フロジン外用液５％ H30.000,19.70,23.60,0.000,ｍＬ,0,0,0.00,0.000,0,0,0,0.00,0.000,0,0.000,0,k-8-,薬庫,,ﾌﾛｼ05,620007769,,外用,ケーエスケー,0,0,0,0,0,0,1,2679701Q1055,カルプロニウム塩化物液
フロセミド細粒４％「ＥＭＥＣ」 B,13.70,6.50,0.000,ｇ,0,0,0.00,,,,,,,,,,S-1,薬庫,,ﾌﾛｾ17,610431025,,内服,アルフレッサ,0,0,0,0,0,0,0,2139005C1048,フロセミド細粒
フロセミド錠１０ｍｇ「ＮＩＧ」 H,6.10,0.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾛｾ86,622548902,,内服,,0,0,0,0,0,0,1,2139005F3063,フロセミド錠
フロセミド錠１０ｍｇ「ＮＰ」 H,6.10,0.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾛｾ22,620004041,,内服,,0,0,0,0,0,0,1,2139005F3020,フロセミド錠
フロセミド錠２０ｍｇ「武田テバ」 H,6.10,3.44,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾛｾ61,620269703,2023/03/31,内服,メディセオ,,,,,,,,,
フロセミド錠４０ｍｇ「ＮＩＧ」 H,6.40,0.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾛｾ88,620269834,,内服,,0,0,0,0,0,0,1,2139005F2474,フロセミド錠
フロセミド錠４０ｍｇ「武田テバ」 H,6.40,0.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾛｾ62,620269833,2023/03/31,内服,,,,,,,,,,
フロモックス小児用細粒１００ｍｇ H0.500,110.60,0.00,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,610411059,,内服,スズケン,0,0,0,0,0,0,0,6132016C1027,セフカペン　ピボキシル塩酸塩水和物細粒
フロリネフ錠０．１ｍｇ B,232.50,226.75,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾛﾘ13,620007078,,内服,アルフレッサ,0,1,0,0,0,0,0,2452003F1035,フルドロコルチゾン酢酸エステル錠
ブイフェンド錠２００ｍｇ H,1238.60,2075.90,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620002494,,内服,,0,1,0,0,0,0,0,6179001F2020,ボリコナゾール錠
ブシラミン錠１００ｍｇ「日医工」 H,18.50,20.40,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,バラ,,620942401,2024/03/31,内服,日医工オオサカ,,,,,,,,,
ブシラミン錠５０ｍｇ「日医工」 H,13.00,14.70,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620943101,2024/03/31,内服,日医工オオサカ,,,,,,,,,
ブデソニド吸入液０．２５ｍｇ「武田テバ」　２ｍＬ H,44.20,37.97,0.000,管,0,0,3.53,646.000,24529,28553,4024,14.09,115.000,4367,395.000,14997,a-6-,薬庫,,ﾌﾃｿ01,622701801,,外用,ケーエスケー,0,0,0,0,0,0,1,2290701G4038,ブデソニド吸入剤
ブドウ糖注５％ＰＬ「フソー」　２０ｍＬ B,66.00,55.40,0.000,管,0,0,0.00,0.000,0,0,0,0.00,10.000,554,,,デッド,薬庫,,,620006641,,注射,,0,0,0,0,0,0,0,3231401A1132,ブドウ糖注射液
ブドウ糖注５０％ＰＬ「フソー」　２０ｍＬ B,99.00,0.00,-5.000,管,0,-495,,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾄ133,620006649,,注射,ケーエスケー,0,0,0,0,0,0,0,3231401H7112,ブドウ糖注射液
ブリモニジン酒石酸塩点眼液０．１％「ＳＥＣ」 H5.000,107.70,101.92,0.000,ｍＬ,0,0,0.00,0.000,0,0,0,0.00,5.000,510,,,k-3-,薬庫,,,622843001,,外用,,0,0,0,0,0,0,1,1319761Q1040,ブリモニジン酒石酸塩液
ブリリンタ錠６０ｍｇ H,97.10,100.40,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾘﾘ012,622472201,,内服,,0,0,0,0,0,0,0,3399011F1027,チカグレロル錠
ブロチゾラム錠０．２５ｍｇ「サワイ」 H,10.10,10.10,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾛﾁ23,620039501,,内服,,0,0,0,3,0,0,1,1124009F1312,ブロチゾラム錠
ブロプレス錠２　２ｍｇ H,19.50,19.59,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾛﾌ17,610432011,,内服,ケーエスケー,0,0,0,0,0,0,0,2149040F1026,カンデサルタン　シレキセチル錠
ブロプレス錠８　８ｍｇ H,48.90,99.70,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾛﾌ19,610432013,,内服,ケーエスケー,0,0,0,0,0,0,0,2149040F3029,カンデサルタン　シレキセチル錠
ブロマゼパム坐剤３ｍｇ「サンド」 H,73.70,70.54,0.000,個,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾛﾏ09,620055903,,外用,メディセオ,0,0,0,3,0,0,0,1124700J1044,ブロマゼパム坐剤
ブロマゼパム錠２ｍｇ「サンド」 H,5.70,5.70,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620047103,,内服,,0,0,0,3,0,0,1,1124020F2056,ブロマゼパム錠
ブロムフェナクＮａ点眼液０．１％「ニットー」 H5.000,33.20,35.36,0.000,ｍＬ,0,0,0.00,,,,,,,,,,k-11-,薬庫,,,622450801,,外用,メディセオ,0,0,0,0,0,0,1,1319743Q1050,ブロムフェナクナトリウム水和物液
ブロムフェナクＮａ点眼液０．１％「日点」 H5.000,33.20,0.00,0.000,ｍＬ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾛﾑ37,622872001,,外用,,0,0,0,0,0,0,1,1319743Q1068,ブロムフェナクナトリウム水和物液
プラバスタチンＮａ錠１０ｍｇ「ＮＩＧ」 H,15.40,13.90,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,621521404,,内服,日医工オオサカ,0,0,0,0,0,0,1,2189010F2515,プラバスタチンナトリウム錠
プラバスタチンＮａ錠１０ｍｇ「テバ」 H,17.10,13.90,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾗﾊ60,621521401,2023/09/30,内服,,,,,,,,,,
プラバスタチンＮａ錠５ｍｇ「アメル」 H,10.10,11.40,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾗﾊ07,620000103,2024/03/31,内服,共和コーポレーション,,,,,,,,,
プラバスタチンＮａ錠５ｍｇ「テバ」 H,10.10,8.10,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾗﾊ59,621521301,2023/09/30,内服,,,,,,,,,,
プラビックス錠７５ｍｇ H,66.90,125.34,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620003469,,内服,アルフレッサ,0,0,0,0,0,0,0,3399008F2021,クロピドグレル硫酸塩錠
プラミペキソール塩酸塩錠０．１２５ｍｇ「日医工」 H,10.50,11.60,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,622229801,,内服,,0,1,0,0,0,0,1,1169012F1170,プラミペキソール塩酸塩水和物錠
プランルカスト錠１１２．５ｍｇ「ＡＦＰ」 H,14.50,0.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾗﾝ45,620009428,,内服,,0,0,0,0,0,0,1,4490017F1037,プランルカスト水和物錠
プランルカスト錠１１２．５ｍｇ「日医工」 H,14.50,15.60,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾗﾝ54,622387301,2024/03/31,内服,,,,,,,,,,
プリミドン錠２５０ｍｇ「日医工」 H,17.30,0.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾘﾐ04,621639303,,内服,,,,,,,,,,
プレガバリンＯＤ錠１５０ｍｇ「オーハラ」 H,31.00,29.44,0.000,錠,0,0,0.00,0.000,0,0,0,0.00,72.000,2120,,,zaiko-nasi,薬庫,,,622822301,,内服,,0,0,0,0,0,0,1,1190017F3110,プレガバリン口腔内崩壊錠
プレガバリンＯＤ錠２５ｍｇ「ファイザー」 H,12.90,21.80,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾚｶ56,622834901,2024/09/30,内服,メディセオ,,,,,,,,,
プレガバリンＯＤ錠７５ｍｇ「ファイザー」 B,20.90,27.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,622835001,2024/09/30,内服,メディセオ,,,,,,,,,
プレガバリンＯＤ錠７５ｍｇ「ファイザー」 H,20.90,26.98,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾚｶ83,622835001,2024/09/30,内服,メディセオ,,,,,,,,,
プレドニゾロン錠「タケダ」５ｍｇ H,9.80,9.80,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾚﾄ40,620000695,,内服,,0,0,0,0,0,0,0,2456001F1353,プレドニゾロン錠
プレドニゾロン錠２．５ｍｇ「ＮＰ」 H,9.80,7.80,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾚﾄ67,621559301,,内服,ケーエスケー,0,0,0,0,0,0,0,2456001F3046,プレドニゾロン錠
